data_id,keep,tear_gas_context,notes
8419805,1,the same cause Police used to disperse the crowds after,"On 31 May 2020, hundreds of people gathered at Huizenga Park in Fort Lauderdale (Florida) in support of the Black Lives Matter movement, against police brutality, and against the death of George Floyd. Police tear gassed demonstrators, who then responded by throwing rocks and bottles. Some demonstrators threw concrete blocks at the windows of restaurants. A woman was severely injured after being shot in the head by a 40mm foam-tipped round fired by a police officer. Another man was shot in the lip at close range by a rubber bullet fired by police. On the same day, a large crowd gathered near the Broward County main library in Fort Lauderdale for the same cause. Police used tear gas to disperse the crowds after someone threw a water bottle at police. Demonstrators threw gas canisters back at police and damaged police vehicles. One officer shoved a kneeling demonstrator in the head. 2 people were arrested. [size=hundreds]"
7599327,1,of George Floyd Police fired to disperse a small crowd,"On 31 May 2020, about 1000 people gathered at the Clark County Common Pleas Courthouse before marching in Springfield (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police fired tear gas to disperse a small crowd. [size=about 1000]"
7599074,1,through them Police later deployed and pepper balls to disperse,"On 31 May 2020, thousands of people rallied in Tulsa (Oklahoma) in support of the Black Lives Matter movement. The demonstration turned violent after demonstrators hurled rocks at cars and looted businesses. A truck drove through the crowd and injured two people after demonstrators threw objects at and damaged the vehicle. According to the police, the driver, his wife and their two school-aged children feared for their lives as they got stuck in the middle of the demonstrators and drove through them. Police later deployed tear gas and pepper balls to disperse the crowd. Two journalists for KTUL were hit with pepper balls, but police denied that the journalists or other members of the press were targeted. [size=thousands]"
7599333,1,on Interstate 95 police used and rubber bullets to quell,"On 31 May 2020, an unknown number of people marched from Rosemary Square to Interstate 95 and to the Royal Park Bridge in West Palm Beach (Florida) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Once demonstrators were on Interstate 95, police used tear gas and rubber bullets to quell the demonstration. There was reported evidence of looting in the city. [size=no report]"
7707629,1,the building The police fired size no report,"On 31 May 2020, people demonstrated in Lafayette (Indiana) against police violence in George Floyd's death and in support of the Black Lives Matter movement. The demonstration was initially peaceful but then the people kicked, pushed, and eventually broke the glass of the doors of the county courthouse. They also spray-painted the building. The police fired tear gas. [size=no report]"
7599087,1,police in Minneapolis Police used to disperse the demonstrators and,"On 31 May 2020, people staged a protest in Salem (Oregon) in support of the Black Lives Movement and against police brutality and the death of George Floyd, a black man killed by police in Minneapolis. Police used tear gas to disperse the demonstrators and arrested 14 people. [size=no report]"
8364786,1,Department but were dispersed by fired by police officers Officers,"On 31 May 2020, demonstrators gathered at the statehouse in Columbia (South Carolina) for Black Lives Matter demonstration in the death of George Floyd. They carried signs and chanted slogans to call for an end to police brutality. They walked to the Columbia Police Department but were dispersed by tear gas fired by police officers. Officers, in the evening, also fired rubber bullets at the demonstrators, who threw water bottles at the former. One person was arrested for no adhering to the curfew. [size=no report]"
7599092,1,Floyd Police intervened and used to disperse the protesters A,"On 31 May 2020, people staged a demonstration in Eugene (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened and used tear gas to disperse the protesters. A journalist was tear-gassed by police officers after identifying himself as a journalist. Another journalist was tear gassed as well as hit with a tear gas canister in the chest. He filed suit against the Eugene Police Department and it was settled with the journalist receiving compensation. [size=no report]"
7599092,1,well as hit with a canister in the chest He,"On 31 May 2020, people staged a demonstration in Eugene (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened and used tear gas to disperse the protesters. A journalist was tear-gassed by police officers after identifying himself as a journalist. Another journalist was tear gassed as well as hit with a tear gas canister in the chest. He filed suit against the Eugene Police Department and it was settled with the journalist receiving compensation. [size=no report]"
8425207,1,at police who responded with and rubber bullets to disperse,"On 31 May 2020, thousands of demonstrators marched in Spokane (Washington) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when demonstrators hurled rocks at police, who responded with tear gas and rubber bullets to disperse the crowd at night. Firearm carrying militia groups including the III% American Patriots showed up to ''protect businesses'' despite local businesses asking them not to come. [size=thousands] [armed presence] [armed]"
8425209,1,National Guardsmen intervened and used to disperse the demonstrators size,"On 31 May 2020, around 2000 people demonstrated in Athens (Georgia) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A group of armed Boogaloo Boys were also present claiming they were there to 'protect' the demonstrators from the police. The demonstrators refused to accept the Boogaloo Boys and repeatedly asked them to keep a distance from the demonstration. In the evening the number of demosntrators dwindled and police and National Guardsmen intervened and used tear gas to disperse the demonstrators. [size=around 2000] [armed presence] [armed]"
8425210,1,Police intervened with pepper spray and rubber bullets At least,"On 31 May 2020, hundreds of demonstrators gathered at the Capitol in Madison (Wisconsin) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when demonstrators clashed with police in the evening. Several businesses were looted and their windows were smashed. Police intervened with pepper spray, tear gas and rubber bullets. At least one person was arrested with a firearm. [size=hundreds] [armed]"
8425212,1,buildings Police fired wooden bullets and pepper spray to clear,"On 31 May 2020, thousands of people demonstrated outside the Statehouse in Columbus (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration was led by church leaders and participants included the mayor. A few demonstrators carried weapons. Some spray-painted buildings. Police fired wooden bullets, tear gas, and pepper spray to clear the crowd. Some demonstrators suffered injuries. A car unintentionally drove into the crowd, and struck a person on a bike. Demonstrators first threw the bike at the car and attempted to damage it, but later helped the car get out of the crowd. Police pulled seven demonstrators off a bus and detained them. Some demonstrators carried guns. [size=thousands] [armed]"
7598592,1,with the police who deployed and other non lethal equipment,"On 30 May 2020, over 100 people took part in a demonstration in Vallejo (California) in support of the Black Lives Matter movement and against police brutality. While initially peaceful, some demonstrators clashed with the police, who deployed tear gas and other non-lethal equipment. At least 7 arrests were reported during the night. [size=over 100]"
7740163,1,bullets crowd control projectiles and One journalist was hit in,"On 30 May 2020, at least 400 people marched through Pan Pacific Park in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when some demonstrators began looting local stores. Police intervened and used ''kettling'' tactics to fragment demonstrators into smaller groups. Other officers stood atop the Etz Jacob Synagogue and fired projectiles down on demonstrators below. At least 12 people were hit in the head by kinetic impact projectiles launched by police officers. One person sustained a traumatic brain injury. The extent of others' injuries was unclear. There is no evidence that the injured people were behaving in a manner that would warrant ''the use of lethal force'' according to the LAPD guidelines. Eleven journalists were also targeted by police with rubber bullets, crowd control projectiles, and tear gas. One journalist was hit in the stomach after declaring he was from the press. Another independent journalist who was attempting to leave the demonstration was targeted by officers after she asked how she could leave the area. The officer allegedly looked at her and then fired into her vehicle, shattering the rear window and denting the body of the car. One officer sustained a fractured skull. At least 400 people were arrested, including two journalists. [size=no report]"
7740165,1,victim They were met with pepper spray and rubber bullets,"On 30 May 2020, people held a demonstration in Sacramento (California) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd and a local victim. They were met with tear gas, pepper spray, and rubber bullets from the police. Some people were reported injured. A group of rioters vandalized some stores. 22 people were arrested. [size=no report]"
7740168,1,with the police who fired at demonstrators Looting was reported,"On 30 May 2020, an unknown number of people demonstrated in Miami (Florida) over the death of George Floyd at the hands of Minneapolis police. They marched on interstate 95 and set fire to some cars. After dark, demonstrators clashed with the police, who fired tear gas at demonstrators. Looting was reported and 57 arrests were reported. Journalists were also targeted by police. [size=no report]"
7740170,1,stores Police responded by using and rubber or wooden bullets,"On 30 May 2020, people demonstrated in Toledo (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A group of rioters threw water bottles and smoked bombs at police officers, and looted some stores. Police responded by using tear gas, and rubber or wooden bullets to disperse the rioters. At least 10 people were arrested. 2 people and 1 police officer were injured. Two journalists were tear gassed by the police. An officer was seen swinging his helmet to strike demonstrators. Two officers have been placed on restricted duty due to this incident. [size=no report]"
7974667,1,the crowds were dispersed with Demonstrators spray painted walls and,"On 30 May 2020, about 300 people took part in a march in Louisville (Kentucky) in support of the Black Lives Matter movement mobilized by the death of George Floyd at the hands of police. The demonstration was ongoing for 3 days. A curfew was put in place, but people marched until the crowds were dispersed with tear gas. Demonstrators spray-painted walls and caused damage to buildings. 350 National Guardsmen were deployed. A journalist was hit with pepper pellets and another demonstrator was shot in the back of the head with a non-lethal bullet. One woman was shot in the head with a rubber bullet and required hospitalization. Officers launched tear gas and fired non-lethal pellets at the demonstrators. 33 people were arrested. [size=about 300]"
7974667,1,and required hospitalization Officers launched and fired non lethal pellets,"On 30 May 2020, about 300 people took part in a march in Louisville (Kentucky) in support of the Black Lives Matter movement mobilized by the death of George Floyd at the hands of police. The demonstration was ongoing for 3 days. A curfew was put in place, but people marched until the crowds were dispersed with tear gas. Demonstrators spray-painted walls and caused damage to buildings. 350 National Guardsmen were deployed. A journalist was hit with pepper pellets and another demonstrator was shot in the back of the head with a non-lethal bullet. One woman was shot in the head with a rubber bullet and required hospitalization. Officers launched tear gas and fired non-lethal pellets at the demonstrators. 33 people were arrested. [size=about 300]"
7598609,1,630 prompting police to use to deter them albeit unsuccessful,"On 30 May 2020, 400-500 people rioted in Little Rock (Arkansas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent as rioters smashed windows and threw bottles of liquid at a local television camera crew, as well as fireworks. They also blocked interstate 630, prompting police to use tear gas to deter them, albeit unsuccessful. [size=400-500]"
8362518,1,police brutality Police responded with and shooting extended range batons,"On 30 May 2020, more than 300 demonstrators set property on fire and vandalized local businesses in front of the West Seventh Street in Eugene (Oregon) during a demonstration in support of the Black Lives Matter movement and against police brutality. Police responded with tear gas and shooting 'extended range batons' (rubber bullets) at demonstrators. [size=more than 300]"
8418077,1,riot gear responded by deploying During the night some demonstrators,"On 30 May 2020, hundreds of people marched through downtown Las Vegas (Nevada) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when, later in the evening, some demonstrators who remained in the area from the earlier march vandalized buildings, set fires, and threw bottles, fireworks, and rocks at police officers. Police in riot gear responded by deploying tear gas. During the night, some demonstrators threw items at the Lloyd D George Courthouse. Several people entered the building and verbally threatened a federal security guard. At least five people were arrested on various charges including vandalism and impersonation of an officer. Police arrested three Boogaloo Boys members who intended to attack people with Molotov cocktails and other explosive weapons during the demonstration. [size=hundreds] [counter-demonstration]"
7598633,1,to the hospital Police used to disperse the crowds A,"On 30 May 2020, hundreds of people staged a march in Erie (Pennsylvania) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Demonstrators threw objects and fireworks at police officers and vandalized stores. A person was shot in the thigh during the evening and taken to the hospital. Police used tear gas to disperse the crowds. A state of emergency was declared in Erie. Altogether, 24 people have been arrested in connection to the riots. [size=hundreds]"
8004908,1,buildings downtown Police intervened with Several police officers bystanders and,"On 30 May 2020, more than 3000 people marched in Pittsburgh (Pennsylvania) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Demonstrators threw water bottles and other objects at the police and looted and damaged some buildings downtown. Police intervened with tear gas. Several police officers, bystanders and three journalists were injured by rioters. Dozens of people were arrested. 8 people were criminally indicted. One man was arrested for damaging a police car and assaulting police horses. [size=more than 3000]"
7598638,1,police using pepper spray and to disperse the group Demonstrators,"On 30 May 2020, about 200 people staged a march in Harrisburg (Pennsylvania) in support of the Black Lives Matter movement, mobilized by the death of George Floyd at the hands of police. In the afternoon, the march turned violent with the police using pepper spray and tear gas to disperse the group. Demonstrators threw bottles at police officers, and someone threw a brick at a police car. Two police officers were hospitalized. [size=about 200]"
8365390,1,looted a store Police used size hundreds,"On 30 May 2020, hundreds of people demonstrated in two marches in Ferguson (Missouri) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters launched fireworks at police officers, smashed windows and looted a store. Police used tear gas. [size=hundreds]"
7598678,1,officers deployed pepper balls and to disperse the crowd Some,"On 30 May 2020, hundreds of people demonstrated in Monroe (New York) in support of the Black Lives Matter movement and against police brutality. The demonstration turned violent when some rioters destroyed two police cruisers, lighting at least one on fire. Police officers deployed pepper balls and tear gas to disperse the crowd. Some rioters picked up the tear gas canisters and launched them back at police, along with fireworks and bottles. Numerous cases of vandalism and looting were reported. An unreported number of people were arrested. [size=hundreds]"
7598678,1,Some rioters picked up the canisters and launched them back,"On 30 May 2020, hundreds of people demonstrated in Monroe (New York) in support of the Black Lives Matter movement and against police brutality. The demonstration turned violent when some rioters destroyed two police cruisers, lighting at least one on fire. Police officers deployed pepper balls and tear gas to disperse the crowd. Some rioters picked up the tear gas canisters and launched them back at police, along with fireworks and bottles. Numerous cases of vandalism and looting were reported. An unreported number of people were arrested. [size=hundreds]"
7598689,1,standoff Police dispersed demonstrators with size no report,"On 30 May 2020, an unreported number of people rioted in Albany (New York) in support of the Black Lives Matter movement and against police brutality. Demonstrators lit small fires and fireworks in the street. They surrounded a police substation and threw bricks and rocks in an hours-long standoff. Police dispersed demonstrators with tear gas. [size=no report]"
7668842,1,also reported Police officers deployed pepper balls and flash bang,"On 30 May 2020, some rioters who intended to 'incite violence and cause destruction' threw rocks and bottles at cars and police officers around Alamo Plaza in San Antonio (Texas) after a peaceful Black Lives Matter demonstration happened earlier in the day. Looting and vandalism were also reported. Police officers deployed tear gas, pepper balls and flash-bang grenades in response. Three arrests were made. Three officers were injured. [size=some] [suggested agents provocateur]"
7598448,1,set on fire Police launched and paint balls size around,"On 30 May 2020, in Tucson (Arizona), around 400 demonstrators clashed with the police during a Black Lives Matter demonstration over the killing of George Floyd by police. Demonstrators also vandalized a police station and other buildings. Objects were reportedly thrown and a dumpster was set on fire. Police launched tear gas and paint balls. [size=around 400]"
7598708,1,against police brutality Police used to break up the remaining,"On 30 May 2020, more than 2000 people demonstrated in Beverly Hills (California) in support of the Black Lives Matter movement and against police brutality. Police used tear gas to break up the remaining 200-300 people gathered at Rodeo and Santa Monica Boulevard after the gathering was declared an illegal assembly. A journalist from ABC7 was hit by the tear gas while on air. Patrol cars were vandalized and a clothing store was looted. A few police officers sustained minor injuries. [size=more than 2000]"
7598708,1,ABC7 was hit by the while on air Patrol cars,"On 30 May 2020, more than 2000 people demonstrated in Beverly Hills (California) in support of the Black Lives Matter movement and against police brutality. Police used tear gas to break up the remaining 200-300 people gathered at Rodeo and Santa Monica Boulevard after the gathering was declared an illegal assembly. A journalist from ABC7 was hit by the tear gas while on air. Patrol cars were vandalized and a clothing store was looted. A few police officers sustained minor injuries. [size=more than 2000]"
8364407,1,businesses and the police fired The riot lasted until the,"On 30 May 2020, hundreds of people demonstrated in Oklahoma City (Oklahoma), against police violence in the death of George Floyd and in support of the Black Lives Matter movement. 13 people were arrested. Rioters vandalised some businesses and the police fired tear gas. The riot lasted until the next morning. [size=hundreds]"
7598458,1,police clashed with rioters fired pepper spray and projectiles and,"On 30 May 2020, over 2,000 people demonstrated in downtown Indianapolis (Indiana) as part of the Black Lives Matter movement to denounce the death of George Floyd. The demonstration turned violent, rioters damaged businesses, threw objects at police, and broke government building windows. The police clashed with rioters, fired tear gas, pepper spray, and projectiles, and made multiple arrests. A journalist was pepper sprayed by the police, and a newsroom's front door was shattered amid the demonstration. Two people were killed in shooting incidents during the night. The incidents have been linked to armed robbery incidents unassociated with the demonstrations. [size=over 2000]"
8361856,1,a Confederate statue Police used and arrested multiple people A,"On 30 May 2020, some 4,000 people joined a demonstration at the Legislative Plaza in Nashville (Tennessee) for a Black Lives Matter rally in the wake of the death of Georgy Floyd. Demonstrators threw bottles at police officers and smashed windows. Arson and vandalism also took place at the courthouse after night fell. The demonstrators toppled a Confederate statue. Police used tear gas and arrested multiple people. A journalist was targeted by rioters. [size=some 4000] [statue]"
8478596,1,Police fired several canisters of At one point a pickup,"On 30 May 2020, hundreds of people gathered in Fargo and marched through West Fargo (North Dakota) in support of the Black Lives Matter movement and to denounce the killing of George Floyd by police. According to reports, rioters smashed windows, threw rocks, bottles, and damaged dumpsters and vehicles. Police fired several canisters of tear gas. At one point, a pickup truck intentionally struck a demonstrator who hung on for three blocks before falling off. The driver was arrested on the scene and the victim was taken to a hospital. [size=hundreds] [car ramming]"
8478597,1,to St Paul by firing rubber bullets and using flash,"On 30 May 2020, demonstrators marched through Minneapolis (Minnesota) in support of the Black Lives Matter movement after the death of George Floyd. Some demonstrators looted private businesses and destroyed or damaged property. Security forces blocked demonstrators' attempts to enter a police station and spread to St. Paul by firing tear gas, rubber bullets, and using flash bangs to disperse and deter the crowd. Police also shot tear gas, rubber bullets, or pepper spray at Fox News, Reuters, VICE News, and freelance journalists. Journalists from various outlets were arrested. Officers also conducted patrols street-by-street and fired paintball rounds at a woman's home when she was standing on her porch. 4100 National Guard troops were on the ground in Minneapolis and St. Paul to support the police. Reporters claimed that state troopers and deputies from the Anoka County Sheriff's Office slashed many car tires, including those of journalists. In addition, Minneapolis police in an unmarked van were patrolling for looting and opened fire with plastic bullets on several private business owners and journalists. In one incident a person returned fire because it was unclear that police were shooting from the unmarked vehicle. The person was arrested and subsequently cleared on all wrongdoing and acquitted by a jury in September 2021. Police arrested two others. [size=no report] [armed]"
8478597,1,the crowd Police also shot rubber bullets or pepper spray,"On 30 May 2020, demonstrators marched through Minneapolis (Minnesota) in support of the Black Lives Matter movement after the death of George Floyd. Some demonstrators looted private businesses and destroyed or damaged property. Security forces blocked demonstrators' attempts to enter a police station and spread to St. Paul by firing tear gas, rubber bullets, and using flash bangs to disperse and deter the crowd. Police also shot tear gas, rubber bullets, or pepper spray at Fox News, Reuters, VICE News, and freelance journalists. Journalists from various outlets were arrested. Officers also conducted patrols street-by-street and fired paintball rounds at a woman's home when she was standing on her porch. 4100 National Guard troops were on the ground in Minneapolis and St. Paul to support the police. Reporters claimed that state troopers and deputies from the Anoka County Sheriff's Office slashed many car tires, including those of journalists. In addition, Minneapolis police in an unmarked van were patrolling for looting and opened fire with plastic bullets on several private business owners and journalists. In one incident a person returned fire because it was unclear that police were shooting from the unmarked vehicle. The person was arrested and subsequently cleared on all wrongdoing and acquitted by a jury in September 2021. Police arrested two others. [size=no report] [armed]"
8478598,1,responded with pepper balls and Around midnight the owner of,"On 30 May 2020, up to 1,000 people gathered as part of the Black Lives Matter movement in Omaha (Nebraska) to denounce the killing of George Floyd by police in Minneapolis on 25 May 2020. According to reports, people began throwing objects at police, who responded with pepper balls and tear gas. Around midnight, the owner of a bar shot and killed a Black man, James Scurlock. The shooting came after an altercation between the bar owner and several BLM demonstrators in the bar. [size=up to 1000]"
8478599,1,looted private property Police used to disperse demonstrators A man,"On 30 May 2020, hundreds of people marched in Lincoln (Nebraska) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent overnight when demonstrators looted private property. Police used tear gas to disperse demonstrators. A man was hit several times with rubber bullets by police, including near one of his eyes. Two people were arrested. A pickup truck also rammed into the crowd and hit a woman. The driver was arrested and charged with second-degree assault. [size=hundreds] [car ramming]"
7598498,1,and employed rubber bullets and to disperse the crowd reportedly,"On 30 May 2020, people gathered in protest in San Jose (California) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened and employed rubber bullets and tear gas to disperse the crowd, reportedly hitting a few journalists while covering the event. No arrests were reported. [size=no report]"
7598518,1,crowd toward officers Police used to disperse the people size,"On 30 May 2020, more than 200 demonstrators marched in Salem (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. After a peaceful march, at night projectiles were thrown by individuals in the crowd toward officers. Police used tear gas to disperse the people. [size=more than 200]"
7598540,1,were hospitalized Police intervened used and arrested at least 99,"On 30 May 2020, 4,000 people demonstrated in Cleveland (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters threw food, water bottles, rocks, paint cans, set fire to 10 police cars, and broke into a business and destroyed the property. 20 people were hospitalized. Police intervened, used tear gas, and arrested at least 99 people. On 11 June the FBI arrested another man for his connection to this case. [size=4000]"
7598541,1,authorities Officials employed pepper balls and batons to disperse the,"On 30 May 2020, people demonstrated in Dallas (Texas), in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when police began using force against demonstrators, who threw rocks and other objects at the authorities. Officials employed pepper balls, tear gas and batons to disperse the crowd, hitting a few demonstrators. Rioters also looted and vandalized a number of establishments across the city. Neither injuries nor arrests were reported. Four journalists were targeted by the police, two of them arrested and held overnight. On 29 October 2020, the Dallas County District Attorney announced investigations into incidents of excessive force by the police. [size=no report]"
7598797,1,demonstrators Later in the day was used on State Road,"On 30 May 2020, hundreds of people demonstrated in multiple locations in Orlando (Florida) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Orange County Sheriff and Orlando police Chief took a knee with the demonstrators. Later in the day, tear gas was used on State Road 408 to disperse a crowd. Police also used tear gas on demonstrators gathered on Interstate 4 after demonstrators threw rocks and construction equipment. Vandalism was reported. 17 people were arrested in connection with demonstrations and overnight break-ins. [size=hundreds]"
7598797,1,a crowd Police also used on demonstrators gathered on Interstate,"On 30 May 2020, hundreds of people demonstrated in multiple locations in Orlando (Florida) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Orange County Sheriff and Orlando police Chief took a knee with the demonstrators. Later in the day, tear gas was used on State Road 408 to disperse a crowd. Police also used tear gas on demonstrators gathered on Interstate 4 after demonstrators threw rocks and construction equipment. Vandalism was reported. 17 people were arrested in connection with demonstrations and overnight break-ins. [size=hundreds]"
7598543,1,George Floyd Police intervened with and rubber bullets Rioters threw,"On 30 May 2020, hundreds of people demonstrated in Detroit (Michigan) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened with tear gas and rubber bullets. Rioters threw back the tear gas and set off fireworks at the police. An unarmed demonstrator was pushed to the ground by the police. Police arrested 84 people. Three journalists were pepper sprayed by the police while reporting. [size=hundreds]"
7598543,1,bullets Rioters threw back the and set off fireworks at,"On 30 May 2020, hundreds of people demonstrated in Detroit (Michigan) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened with tear gas and rubber bullets. Rioters threw back the tear gas and set off fireworks at the police. An unarmed demonstrator was pushed to the ground by the police. Police arrested 84 people. Three journalists were pepper sprayed by the police while reporting. [size=hundreds]"
7598555,1,several people They also used and pepper spray to disperse,"On 30 May 2020, thousands of people demonstrated in Rockford (Illinois) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when some people threw water bottles and rocks at the police station. Police fired bean bag rounds and arrested several people. They also used tear gas and pepper spray to disperse the crowd. Some businesses were looted and several people were arrested. [size=thousands]"
8363999,1,and some businesses were broken and mace were used by,"On 30 May 2020, a large group of people demonstrated in Des Moines (Iowa) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Windows of the Polk County Courthouse and some businesses were broken. Tear gas and mace were used by the police. 47 people were arrested. [size=no report]"
7598821,1,police were reported Police used and rubber bullets to disperse,"On 30 May 2020, thousands of people demonstrated in Spokane (Washington) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Looting, violence and confrontations with police were reported. Police used tear gas and rubber bullets to disperse crowds. [size=thousands]"
8362473,1,riot gear used smoke and to disperse the crowd Demonstrators,"On 30 May 2020, thousands of demonstrators gathered in downtown Raleigh (North Carolina) as part of Black Lives Matter movement in in the wake of the death of George Floyd. They threw bottles and large rocks at police. Officers in riot gear used smoke and tear gas to disperse the crowd. Demonstrators also looted businesses and buildings, including smashing windows of a CVS pharmacy and a newspaper. Three journalists were allegedly tear gassed by the police multiple times. [size=thousands]"
8383209,1,George Floyd Pepper pellets and were used to break up,"On 30 May 2020, a Black Lives Matter protest was held in Greenville (South Carolina) in the wake of the death of George Floyd. Pepper pellets and tear gas were used to break up the protest. Four people were later arrested. [size=no report]"
8362480,1,as a slash Police used against rioters and arrested 25,"On 30 May 2020, around 3,000 people took to the street in Jacksonville (Florida) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when around 200 rioters smashed windows and vandalized multiple buildings. A police officer suffered an injury to their neck (described as a slash). Police used tear gas against rioters and arrested 25 people. [size=around 3000]"
8425201,1,one deputy injured Officers deployed shortly after a curfew went,"On 30 May 2020, an unreported number of people demonstrated in Dayton (Ohio) in support of the Black Lives Matter movement and against police brutality. Demonstrators threw rocks and other objects at police and vandalized buildings. People holding long guns were seen walking down sidewalks. At least 15 people were arrested and one deputy injured. Officers deployed tear gas shortly after a curfew went into effect for the downtown area. As crowds dispersed, two gun shots were heard in the area of Third and Jefferson streets. Police were seen running toward the area. A witness told reporters that a man had shot the gun into the air and ran into a bar on Jefferson Street. [size=no report] [armed]"
7598581,1,destroyed property Police intervened with and 108 people were arrested,"On 30 May 2020, several hundred people held a demonstration in Chicago (Illinois) in support of the Black Lives Matter movement and against Police brutality and the death of George Floyd. The demonstration turned violent when rioters threw water bottles, climbed cars, and destroyed property. Police intervened with tear gas and 108 people were arrested. During the event two journalists were pepper sprayed by the police and one was attacked by the rioters. [size=several hundred]"
7598582,1,some property Police intervened with and arrested 14 people A,"On 30 May 2020, hundreds of people demonstrated in Baltimore (Maryland) in support of the Black Lives Matter movement and against Police brutality and the death of George Floyd. The demonstration turned violent when rioters threw objects at police officers and destroyed some property. Police intervened with tear gas and arrested 14 people. A journalist was hit by a rubber bullet. Another journalist was assaulted and robbed by rioters. [size=hundreds]"
7598583,1,the rioters Police intervened with canisters and pepper balls to,"On 30 May 2020, thousands of people held a demonstration in Rochester (New York) in support of the Black Lives Matter movement and against Police brutality and the death of George Floyd. The demonstration turned violent when a group of rioters looted some stores, damaged some buildings and set fire to police cars. According to some reports, members of Antifa were among the rioters. Police intervened with tear gas canisters and pepper balls to disperse the crowd. Two journalists were assaulted by rioters. Several officers were injured reportedly. [size=thousands]"
8362489,1,in downtown Police intervened with and pepper spray to control,"On 30 May 2020, hundreds of people staged a demonstration in Akron (Ohio) in support of the Black Lives Matter movement and against police brutality. The demonstration turned violent at night. Rioters smashed windows from businesses and buildings in downtown. Police intervened with tear gas and pepper spray to control the crowd. A truck driver rammed his vehicle into the demonstrators and one young man was injured with a concussion and a broken arm. The driver of the vehicle turned himself in to police shortly after the incident. [size=hundreds] [car ramming]"
8382979,1,and another one with a canister A rioter also pepper,"On 29 May 2020, people staged a demonstration in Denver (Colorado) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration later turned violent as the police injured five journalists, four of them with pepper balls and another one with a tear gas canister. A rioter also pepper sprayed a local television crew. [size=no report]"
7598419,1,of George Floyd Police used to disperse the protesters outside,"On 29 May 2020, an unreported number of people marched in Buffalo (New York) in support of Black Lives Matter and against police brutality and the death of George Floyd. Police used tear gas to disperse the protesters outside City Hall. [size=no report]"
8425076,1,gas station Police responded with and non lethal weapons to,"On 29 May 2020, dozens of demonstrators gathered near 25th and O St around midnight in Lincoln (Nebraska) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd, following a peaceful march during the day. A SUV reportedly drove into the demonstrators and injured at least one female demonstrator. Following the incident, the demonstration turned violent with demonstrators hurling objects at police and looting businesses including nearby gas station. Police responded with tear gas and non-lethal weapons to disperse the crowd. Eight police officers were reported injured while three people were arrested for failing to disperse. The driver of the SUV was later charged with felony assault. There were also unconfirmed reports of shots being fired from a truck but there were no reports if anyone was hit or injured. [size=no report] [car ramming] [armed]"
7814269,1,following day Police responded with and shooting extended range batons,"On 29 May 2020, demonstrations were held in Eugene (Oregon) against the killing of George Floyd by Minneapolis police. Demonstrations turned violent at night when more than 300 rioters lit fires and vandalized private property until early in the morning the following day. Police responded with tear gas and shooting 'extended range batons' at demonstrators. 30 people have been arrested from the demonstration. [size=more than 300]"
8478593,1,clashed with demonstrators Police used and pepper balls One bystander,"On 29 May 2020, thousands of people demonstrated in Omaha (Nebraska) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Demonstration turned violent when police clashed with demonstrators. Police used tear gas and pepper balls. One bystander was hit by pepper ball by police, leading to permanent eye damage. [size=thousands]"
